F1 Game,Season,Division,Round,Sprint,Country,Track Name,Race Name,Position,Driver,Team,Points,DNF,PosChange,Qualifying
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,7,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,8,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,9,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,10,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,11,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,12,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,13,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,14,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,15,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,16,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,17,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,18,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,19,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,20,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,1,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,2,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,3,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,4,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,5,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,6,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,7,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,8,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,9,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,10,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,11,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,12,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,13,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,14,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,15,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,16,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,17,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,18,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,19,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,20,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,1,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,2,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,3,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,4,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,5,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,6,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,7,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,8,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,9,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,10,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,11,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,12,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,13,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,14,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,15,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,16,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,17,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,18,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,19,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,20,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,1,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,2,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,3,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,4,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,5,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,6,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,7,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,8,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,9,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,10,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,11,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,12,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,13,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,14,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,15,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,16,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,17,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,18,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,19,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,20,,,,,,
